Customer,Revenue per transaction,Month & Year
cus_HujsIudA8gUvzH,18.92,2021-09
cus_GG5YHn50Grr131,19.12,2021-09
cus_FhcbKDbqjSQtXl,18.92,2021-09
cus_GG5Ld0EWhthaKL,19.12,2021-09
cus_JvqRuvvPwB02hh,19.12,2021-09
cus_JvqM2mZZKeJBqR,18.92,2021-09
cus_Jvpxt1CYccX4ex,19.12,2021-09
cus_JvoZv7xYgQk5bp,19.12,2021-09
cus_KJ39yISnc8ePJx,19.12,2021-09
cus_BTiwH1ZFlSRQy9,174.48,2021-09
cus_GzMYT3YBaE5ooT,19.12,2021-09
cus_JNhyTOFvRYknLY,19.12,2021-09
cus_IHWSgLA8FcaQqc,19.12,2021-09
cus_K7P5bAhK1D69n8,19.12,2021-09
cus_K6eM3Mq4LsWYNR,173.7,2021-09
cus_KJ1lkV6hvi41iH,19.12,2021-09
cus_CZViRCaoH5AV0q,19.12,2021-09
cus_K7OQLJkmP1ZDsh,19.12,2021-09
cus_JvlYrWULPqgYP7,19.12,2021-09
cus_IpxWsB8wd9f4Ju,19.12,2021-09
cus_JYu7JrV3Mk4049,19.12,2021-09
cus_J1XdgrfwSl3Y9Z,19.12,2021-09
cus_HXlGEDhfeg73WI,19.12,2021-09
cus_KIyEN47l8VX9rV,19.12,2021-09
cus_Jvj5Z5IMvo6zxK,19.12,2021-09
cus_KIxSrBy7uTmhHo,174.48,2021-09
cus_J1WH5ziTDW3i24,19.12,2021-09
cus_ExmVQ2hfgfkbbq,19.12,2021-09
cus_Ipu1QU2xhaZTXF,18.92,2021-09
cus_KIwgJMXqfG2IHD,18.92,2021-09
cus_K7JZRbBtZMEOM4,19.12,2021-09
cus_KIwWe0upU0FEOW,174.48,2021-09
cus_KIwJuSzJ2wDbyb,19.12,2021-09
cus_KIw2wQqstp9NiP,172.68,2021-09
cus_KIvNijBSPpLbLH,18.92,2021-09
cus_JByGb8lIjRMhXf,19.12,2021-09
cus_KIuXz5kdrQzo3H,18.92,2021-09
cus_I693fVO0xDTb0Y,18.92,2021-09
cus_HuThSRoFhsXuZw,18.92,2021-09
cus_K7AZYGmBFjJBqa,19.12,2021-09
cus_DgCvHDMq9nugfQ,172.68,2021-09
cus_JYhIe6VZNQg0FH,19.12,2021-09
cus_Ckrtpx2UXdPCpt,19.12,2021-09
cus_KIlqsw6z8mtD9Y,18.92,2021-09
cus_J1KHHLv7X4kOcq,19.12,2021-09
cus_JLHvqXJ4Asm1q8,18.92,2021-09
cus_KIkymKdkrlMZNv,174.48,2021-09
cus_Gz37qB1QqsV2Pu,19.12,2021-09
cus_HLtiFWg2bjF5S9,19.12,2021-09
cus_KIiCqQyRXhYpf1,18.92,2021-09
cus_IHCWanTmKtdMcs,19.12,2021-09
cus_JYcJcOl0IyX4mw,18.92,2021-09
cus_Ipe9Iwzgihu4j2,38.24,2021-09
cus_K72smgLK5K8EVZ,19.12,2021-09
cus_JBivI5LP5TR43t,19.12,2021-09
cus_6V2A87bc2HmmOv,19.12,2021-09
cus_ISl40uortaIDtZ,18.92,2021-09
cus_JBhM5Mbq0jOl3W,19.12,2021-09
cus_KIdlmBjfRv5Kzk,19.12,2021-09
cus_JBgjVic0hvwROh,18.92,2021-09
cus_GcTVCztqci3lma,19.12,2021-09
cus_JNHgYZlDofpF6J,19.12,2021-09
cus_J1AyRMtODLQ1Oh,19.12,2021-09
cus_KIalrI97Ek0ecN,172.68,2021-09
cus_HAWizihdZFDWvZ,18.92,2021-09
cus_AXx80QfrYoDB1R,19.12,2021-09
cus_JvLRgTxnNqrrF9,19.12,2021-09
cus_I5pzs8l7Iudsq3,174.48,2021-09
cus_I5pmilxwGgnLti,174.48,2021-09
cus_IH4TaK7vJFWgnQ,19.12,2021-09
cus_JYTzuZiInEl0gp,19.12,2021-09
cus_KIYcGSnEeZhSnR,18.92,2021-09
cus_JYSoX0DzZbcvqA,19.12,2021-09
cus_HuBpQyCPjcVvYH,18.92,2021-09
cus_I5n65CbwZFqBwF,174.48,2021-09
cus_Ckd2Zli32CeJ1N,18.92,2021-09
cus_HLhfcPJ9qpk1WP,18.92,2021-09
cus_I5mHZTwYtZEbJt,172.68,2021-09
cus_IScKr6Cy68wkQ0,18.92,2021-09
cus_I5jkbEx13KOjGs,19.12,2021-09
cus_Jjyz027lcosQIY,18.92,2021-09
cus_JN7hXR27dG4yWs,18.92,2021-09
cus_JBVRgqXtjeWpRE,19.12,2021-09
cus_JBUkOBVtFqKYqK,19.12,2021-09
cus_EPYCDzEax9owP0,18.92,2021-09
cus_FsYSuBUTzFDe0d,172.68,2021-09
cus_KINrNWDXnrfb6Q,19.12,2021-09
cus_JBREuJkxO7VDHg,18.92,2021-09
cus_KIMR9dohqoV2Gy,19.12,2021-09
cus_GnnBIDyYlftSgz,19.12,2021-09
cus_IpGrTH6q53dWeg,19.12,2021-09
cus_K6gPdrIqWzAbr3,19.12,2021-09
cus_KIJ9VVXTULQzcS,19.12,2021-09
cus_K6fxyLHv5ocgMC,19.12,2021-09
cus_Jjoq2wgzNXH6Ox,18.92,2021-09
cus_K6fUjQigLRmDJD,19.12,2021-09
cus_GnkoBr53cQgQee,19.12,2021-09
cus_K6fIbdJITWPeYF,19.12,2021-09
cus_JMxbaJeyOvD84T,18.92,2021-09
cus_K6emo9VIPWvwyd,19.12,2021-09
cus_J0qrn6uSEMCAoG,19.12,2021-09
cus_JYBhXAKVTdy9VF,19.12,2021-09
cus_K6dMFwHjPzdmSn,18.92,2021-09
cus_ElTgVEQISiXOSY,19.12,2021-09
cus_JBIwv5h2tvnYWg,18.92,2021-09
cus_JjklCVIRHKq5p7,19.12,2021-09
cus_K6bM4MEkUW0h2Z,19.12,2021-09
cus_K6b3AJydZdI3rE,19.12,2021-09
cus_I5TdgbYZONnbXU,19.12,2021-09
cus_JBHQHLWREjPzJq,19.12,2021-09
cus_CvXSmmcEw2ImYr,18.92,2021-09
cus_Ip9e1fWhojEMw3,18.92,2021-09
cus_KICRLaHqPSwElt,19.12,2021-09
cus_HtoG4Q8XSvkh8c,19.12,2021-09
cus_HiC6udwf2ObAwE,19.12,2021-09
cus_JjgkPigoJbolmu,18.92,2021-09
cus_K6W8N3sY0UaGbZ,18.92,2021-09
cus_JBBtZyG8BnFN5X,18.92,2021-09
cus_K6VDPlXXnEK4eC,18.92,2021-09
cus_JY1XVwnfoD1LwU,18.92,2021-09
cus_FsF5DcLZAnrcuk,18.92,2021-09
cus_JXw5LCf7zeRIC6,19.12,2021-09
cus_I5FMCJxVG400An,174.48,2021-09
cus_KHyAXZEZtYOc9g,19.12,2021-09
cus_KHxpa8RgdCLIli,19.12,2021-09
cus_GyH11H0xOHKIxM,19.12,2021-09
cus_KHwxfJ68nxrE5x,19.12,2021-09
cus_JXqXjp7X6Sybme,19.12,2021-09
cus_KHv1zcdc6vd8wb,18.92,2021-09
cus_JjQh72jSqNBFZt,19.12,2021-09
cus_K6H6xzkU9QNFtl,19.12,2021-09
cus_K6H2WjtDgR9XOK,19.12,2021-09
cus_GnMKHogz3pkipb,19.12,2021-09
cus_JAwfiI2xlK1aUd,19.12,2021-09
cus_Fs21WtOinYshpf,174.48,2021-09
cus_HWfd9gmUkZ1UPM,19.12,2021-09
cus_KHsirQoCFB1Hhh,19.12,2021-09
cus_AB8euIjatfmD5J,19.12,2021-09
cus_KHs6fgcAgs1sN2,174.48,2021-09
cus_K6ErqrgeGPahW7,19.12,2021-09
cus_KHrDuhM8EQpLjv,19.12,2021-09
cus_KHr0lx0hVJrCtU,19.12,2021-09
cus_KHqfiFjDbtXeVs,19.12,2021-09
cus_HWdOTBZOy0F2cJ,19.12,2021-09
cus_KHqTUmZR7LgAuE,172.68,2021-09
cus_JAtqLXVVoFoFQD,19.12,2021-09
cus_JXkcea89hKYHdV,19.12,2021-09
cus_HtTrqwefdJueI8,19.12,2021-09
cus_KHq0cWheQrUAFk,19.12,2021-09
cus_I554wo6nurZ6eu,174.48,2021-09
cus_K6BtG8SP83bBlK,18.92,2021-09
cus_HhpD4aDk1SP0JG,19.12,2021-09
cus_I52ViC6Qd89IsW,172.68,2021-09
cus_H9ic4yr5lcJHrm,18.92,2021-09
cus_J0JinsEJS0pK2O,18.92,2021-09
cus_JAnwbKkkI3aLGZ,18.92,2021-09
cus_K66v2H7Invl6oi,18.92,2021-09
cus_K66lQs5xlOrudI,18.92,2021-09
cus_I4yxKfBSh7Iw0s,18.92,2021-09
cus_KHj5jFCmd1OlVM,18.92,2021-09
cus_KHi47P4ZRDk8vw,18.92,2021-09
cus_KHhxKZOWp61iG5,18.92,2021-09
cus_JXbyV43Rxmyhdi,18.92,2021-09
cus_KHhUgwY1zHcNmY,18.92,2021-09
cus_I4wRR1sPkCE6IN,19.12,2021-09
cus_Cv10KWEzPGI3FQ,19.12,2021-09
cus_JXZxswtBtp4FOq,18.92,2021-09
cus_KHdiZYA3VrgArl,19.12,2021-09
cus_JAg7kVCyppEHxM,18.92,2021-09
cus_Ji92RJ2yUKB8ot,18.92,2021-09
cus_KHbgIYOBOtIeJx,174.48,2021-09
cus_HhbHe83Ux13gWq,18.92,2021-09
cus_CY3BaWnMBT6Qgy,13.29,2021-09
cus_J089RRnrSWSfoH,19.12,2021-09
cus_HWLobVGzkUTNct,19.12,2021-09
cus_H9UswarEh3NLBx,18.92,2021-09
cus_KHYCBuHCrge8nd,19.12,2021-09
cus_JuIFAhk355FctJ,19.12,2021-09
cus_Jj3V4Cn9Wh17FQ,19.12,2021-09
cus_IG1cgwaveTBjd7,19.12,2021-09
cus_Jj3RWwnQPTqTZv,19.12,2021-09
cus_JMCcs06V5iSkVn,19.12,2021-09
cus_IcsDqlMO1x6mSR,18.92,2021-09
cus_KHWs5g0jV3UYcP,18.92,2021-09
cus_AtjmnfzG4F96ae,18.92,2021-09
cus_K5tA3Kou3h1YYW,19.12,2021-09
cus_KHW470bWvBGSQj,19.12,2021-09
cus_H9S7qWJWoZnlNE,19.12,2021-09
cus_HhXdQv4oxyU6CG,19.12,2021-09
cus_I4lUxEXF8FdEuR,174.48,2021-09
cus_G2tTZOytJkFqKW,18.92,2021-09
cus_I4kyZ7MnhrnexP,19.12,2021-09
cus_KHV8sBIHRYAdQM,19.12,2021-09
cus_J04EuDycAJE49m,19.12,2021-09
cus_J04CBKX1EAZRa2,18.92,2021-09
cus_JuFyLgUAzVKHip,19.12,2021-09
cus_KHUQaG3Zp3aJuS,18.92,2021-09
cus_J03ZJQmgWx5Re2,19.12,2021-09
cus_JAXmHtRNYw6GQz,18.92,2021-09
cus_IRafzSg1zXW5oH,18.92,2021-09
cus_JuF7vIyrVjQAWH,19.12,2021-09
cus_HhVYUUMWR3mies,18.92,2021-09
cus_IFyIf3fCICsLdc,19.12,2021-09
cus_K5quiI1z1lPDlK,19.12,2021-09
cus_KHSYJ4h00ijiOh,19.12,2021-09
cus_K5pLUJMlA1aI1J,19.12,2021-09
cus_JuCPNDj7sgR4N0,18.92,2021-09
cus_JixACIxHy8lJBT,19.12,2021-09
cus_K5naZvfefvEhr4,18.92,2021-09
cus_GPetxwvmmy6zka,18.92,2021-09
cus_KHQ2KcIc9G3TjH,18.92,2021-09
cus_JuAJjF1iQ2M9f5,18.92,2021-09
cus_JARVpB2JXYZEKQ,18.92,2021-09
cus_HhOcE5t1Wdy6JA,18.92,2021-09
cus_IRTAwrWK5YFX9G,19.12,2021-09
cus_GPafS2QqHmZ51d,18.92,2021-09
cus_Izv80Grg0X8mla,19.12,2021-09
cus_H9HrIH6DOtBBG2,18.92,2021-09
cus_JiqoSo1jCJS3F2,19.12,2021-09
cus_FrTPu7QuagOANu,172.68,2021-09
cus_F7O80UtupWosh5,19.12,2021-09
cus_InbYSRITWuvhr0,18.92,2021-09
cus_IoGDs6ok3MlgqP,19.12,2021-09
cus_JLuh2OE7gVdX7d,19.12,2021-09
cus_KHEOJSrfjxg07n,19.12,2021-09
cus_HKOtZxZLQqfBDl,19.12,2021-09
cus_IRJOoKtVeQw1b8,18.92,2021-09
cus_HKMj37IBvDGU0k,19.12,2021-09
cus_K5YU8xarpqkfbG,19.12,2021-09
cus_HVy9WqK3wA7TZv,19.12,2021-09
cus_HhCcZKs0DMrg2Q,19.12,2021-09
cus_Izk8dSWiTeAOiS,18.92,2021-09
cus_HTKvY6ynM9vygL,18.92,2021-09
cus_JLqCZAGGAcIITT,19.12,2021-09
cus_JLpBo7dVpHagoh,18.92,2021-09
cus_KH8tNjNr7EIPJj,174.48,2021-09
cus_JttD95iOBmcuPs,19.12,2021-09
cus_FU2QdEdipGlwb5,19.12,2021-09
cus_JAAkB61pKhewUX,18.92,2021-09
cus_CuRYQCi8lzyMlU,19.12,2021-09
cus_KH6quGzzSYw7Ra,19.12,2021-09
cus_JicL022fqRGAgP,19.12,2021-09
cus_K5SlZQnA2jkDHT,19.12,2021-09
cus_KH5gsgjfFGEX7R,174.48,2021-09
cus_JWz0pdRQrrrUWp,19.12,2021-09
cus_KH4b3RoNIm3LBn,19.12,2021-09
cus_KH4XGIOvoR1L4E,19.12,2021-09
cus_JiYJlOI83SSSdc,18.92,2021-09
cus_KH0fmavchEKIm4,18.92,2021-09
cus_IFUVzgCcEDYJaz,18.92,2021-09
cus_HgzwRm3znJuEwA,18.92,2021-09
cus_KGwYTD29mAenuR,18.92,2021-09
cus_H8rxnrbOtNgKFW,18.92,2021-09
cus_Jtggf9GLZFgKeX,19.12,2021-09
cus_JLaCRjaYEvssl0,19.12,2021-09
cus_KGuf3c4bd1YlNe,172.68,2021-09
cus_JLZrsmLOHrdL7M,19.12,2021-09
cus_KGtfiuWcYiaWAn,18.92,2021-09
cus_JLZ2s0TXbcX2nP,19.12,2021-09
cus_IQz79D9vUABKQ7,18.92,2021-09
cus_KGruRkcdh8kke1,19.12,2021-09
cus_JiNiG5vk9vbDnc,19.12,2021-09
cus_I46YA9Y5scp6tf,172.68,2021-09
cus_I45TmJdt4Uywd6,174.48,2021-09
cus_InmsaWeF1Sco8u,18.92,2021-09
cus_Htakq7mGo1QhWv,174.48,2021-09
cus_HgrEESOvy56W0s,19.12,2021-09
cus_IcAKBcJRbhJmXh,19.12,2021-09
cus_IQvaCnB8iVA8iD,19.12,2021-09
cus_DeE1pswVumxl6R,1346.01,2021-09
cus_JiKjCOZCEJmn7Z,18.92,2021-09
cus_IQuFtkE7I0Wk0U,19.12,2021-09
cus_JLTL0P2H5o0I9A,19.12,2021-09
cus_Ic8nKpEyaTtXYx,19.12,2021-09
cus_I433tz6r2JzsLy,19.12,2021-09
cus_KGn0TO28FBwwJ0,18.92,2021-09
cus_JtXpXkCtLvkfPZ,19.12,2021-09
cus_KGmf4HF9gsVVga,18.92,2021-09
cus_IzLiUwyv3ZK8ml,18.92,2021-09
cus_InjCDqB619NJCM,19.12,2021-09
cus_KGl9hP9REUIGYX,174.48,2021-09
cus_GDkoWz0LazBgQd,19.12,2021-09
cus_AA10uhQW1VWWBu,18.92,2021-09
cus_JiGtSVtyEt1xU4,19.12,2021-09
cus_GaasgeutXEhbdB,19.12,2021-09
cus_KGk3vJ0y2DUw9u,18.92,2021-09
cus_KGjuWW0shY9MxI,19.12,2021-09
cus_KGjWOWsYoMhDYM,19.12,2021-09
cus_KGjSlKN0623T5s,19.12,2021-09
cus_KGj0zHo3dBuoH7,18.92,2021-09
cus_JiFCqOWXGnlr76,18.92,2021-09
cus_KGi4wwk7IAlETO,174.48,2021-09
cus_IneynvdlOw35G1,18.92,2021-09
cus_I3xG1HHmM67aG5,19.12,2021-09
cus_IzGgHxVXCRQvwG,19.12,2021-09
cus_KGhWJLeWIf9CgJ,174.48,2021-09
cus_B49bEUCEfJw1e2,19.12,2021-09
cus_I3x4k0gVkimKha,174.48,2021-09
cus_KGhQPUq5r7BYTv,174.48,2021-09
cus_KGh7aVmMP0SumZ,19.12,2021-09
cus_HsJzZmXgfRbzap,18.92,2021-09
cus_CGfow0RmS0fAGe,172.68,2021-09
cus_IncXUERiLXZLsw,18.92,2021-09
cus_Bo9bBTD7ify8Af,18.92,2021-09
cus_HsFmI13R2DJ5Xy,18.92,2021-09
cus_HJmy15BRL6PfK0,18.92,2021-09
cus_KGc1tZG3FuXhGY,18.92,2021-09
cus_KGbkMYOxeSnEwV,18.92,2021-09
cus_F6fEE0vN1F8zAN,18.92,2021-09
cus_J9cbrcQeZSWraT,19.12,2021-09
cus_Ji5IbdYT2rtgIR,18.92,2021-09
cus_JLDQ9rAgYvYPFl,18.92,2021-09
cus_K4tgu6RvAdam5V,18.92,2021-09
cus_InTmEv13wfBluU,19.12,2021-09
cus_KGVWPo3bouA75q,19.12,2021-09
cus_JtFmzJgVVpgHC8,18.92,2021-09
cus_Ff11OFLIEpjVYz,18.92,2021-09
cus_Hs7CotI3FQuTBz,18.92,2021-09
cus_AKDM3ictKV4Fyt,19.12,2021-09
cus_JWMoGOKzkixJw0,18.92,2021-09
cus_7O9Jd4xe1wqAE3,19.12,2021-09
cus_KGQSUp4bl1KEPo,18.92,2021-09
cus_JWJplqaMY9cMMh,19.12,2021-09
cus_InMhQlx2fTAbVq,18.92,2021-09
cus_KGPYWjWJibzWTo,19.12,2021-09
cus_HK3816kVqB1AxI,173.73,2021-09
cus_KGPMDuSwfTZsRI,19.12,2021-09
cus_KGPGmCebaHVFYj,19.12,2021-09
cus_GDOiGC0zTa2gHs,19.12,2021-09
cus_JL4LW6288U7f6L,19.12,2021-09
cus_KGNi6kByux8Eez,19.12,2021-09
cus_Jt8RUtR2wzhzTk,19.12,2021-09
cus_InIozLRT8i3ECA,19.12,2021-09
cus_K4iQM7yvVjeKtw,19.12,2021-09
cus_IQRMz9L1FxCQ7T,19.12,2021-09
cus_Jt5URkKU2B4RCT,19.12,2021-09
cus_KGKMEQ1rnuwJZ5,19.12,2021-09
cus_KGKMCeimICFGRP,19.12,2021-09
cus_IQPGWS4RFJVn2J,19.12,2021-09
cus_IQOsJuErhf0iLX,18.92,2021-09
cus_KGGodmYaUEmgzA,18.92,2021-09
cus_IbbpXdBujvhlmx,18.92,2021-09
cus_Jt1MHbmll40gBA,18.92,2021-09
cus_GDEsCIYWXmlvZy,18.92,2021-09
cus_D5BK3FE4bJtzPh,18.92,2021-09
cus_DddzBCCa88OxZE,18.92,2021-09
cus_KGE2NI1bDY7Hr2,18.92,2021-09
cus_IEiBYPRIE8S9rC,18.92,2021-09
cus_KGByiiEH2Gsvw8,18.92,2021-09
cus_Js5YkI4g4vANaA,19.12,2021-09
cus_K4XhxdioNa3iyF,19.12,2021-09
cus_KGAHqRIjwvJW4w,172.68,2021-09
cus_9mBOdavA3c4Uqa,18.92,2021-09
cus_In6FFTxLiNvoL2,18.92,2021-09
cus_KG8s2YP5GnXd8v,19.12,2021-09
cus_KG8px9CqhCQEO1,19.12,2021-09
cus_KG7VcbI1eTqibK,18.92,2021-09
cus_In4VkzgiWuPtYm,18.92,2021-09
cus_JW12S00quw5850,18.92,2021-09
cus_BOwx6N2dMsceMS,172.68,2021-09
cus_IyfJ2UW18A1saI,19.12,2021-09
cus_JhbnY5C3BH3nuT,18.92,2021-09
cus_EYncrkhBSGcBNP,18.92,2021-09
cus_GlWVLfEd7YBYrk,18.92,2021-09
cus_JVxszKaWBdz4Q0,19.12,2021-09
cus_JsoNB7tWeCLAP3,19.12,2021-09
cus_HUq9OryPrvnZgE,19.12,2021-09
cus_K4PutHgqLWdfC2,19.12,2021-09
cus_Hrg7r0hWYq4flo,19.12,2021-09
cus_K4PUzcbj5owwGU,19.12,2021-09
cus_JVwa9ctj4yqVTK,19.12,2021-09
cus_JsnJNccrqM3XbV,19.12,2021-09
cus_JVwJR03G6ejQzA,19.12,2021-09
cus_K4OzcPg3LGUbkD,18.92,2021-09
cus_Imz3BhbCQ7HHJ7,19.12,2021-09
cus_IQ85BXMy1gzkpF,19.12,2021-09
cus_KG1BnGgJ4dNT6w,19.12,2021-09
cus_JslSCH3tPp0bGo,19.12,2021-09
cus_J93dRpgPz9YcOq,18.92,2021-09
cus_Jskq2mAp6OZry7,19.12,2021-09
cus_IyYtPeepuAXEQ8,19.12,2021-09
cus_5XnuZCb9xACjPG,19.12,2021-09
cus_IyYK8tme4F76Dj,19.12,2021-09
cus_JVt2q5E7y5mR8l,19.12,2021-09
cus_K4KsgaRagNRsqg,18.92,2021-09
cus_JsiBvkycoZW2Ob,18.92,2021-09
cus_K4K9v4P913ABCo,19.12,2021-09
cus_JVrIBvCW9QzW7I,18.92,2021-09
cus_JshkYfTIW8J7n0,18.92,2021-09
cus_H7s4SraoVQww56,18.92,2021-09
cus_GwG08SJ2C5dPBz,19.12,2021-09
cus_KFvo1Me3acLedo,18.92,2021-09
cus_FHbvwqAcW5x04y,19.12,2021-09
cus_IEPQJcxNipkV7S,18.92,2021-09
cus_GwF5dpSlIvuI5F,19.12,2021-09
cus_ImqW6ZFFUoPXD4,18.92,2021-09
cus_DdIHqnymZ0S8SU,18.92,2021-09
cus_GCsGYJJBvymypM,18.92,2021-09
cus_ImorOBHizmHD4R,19.12,2021-09
cus_ImncJqVsHyG1O2,18.92,2021-09
cus_JJjhhiTO634tFy,18.92,2021-09
cus_EYUnzZgQvSwsfz,19.12,2021-09
cus_K48P2YkGbY36Cx,18.92,2021-09
cus_IPr4vlqWvFM7w5,19.12,2021-09
cus_KFjZq29d2ZV0AL,19.12,2021-09
cus_K46Jp0OddSW6zV,19.12,2021-09
cus_BQPAPKx8Zry3tD,18.92,2021-09
cus_IPp80qzr0uSlTy,19.12,2021-09
cus_IEBkktXJt4pmrj,19.12,2021-09
cus_IEB8Ko4zuBkdid,18.92,2021-09
cus_JVaf2hl0FJpSpk,19.12,2021-09
cus_JVabLxj0N3hXsD,19.12,2021-09
cus_IPmdzBY8r9PeLL,19.12,2021-09
cus_Imc08khf9L5kes,19.12,2021-09
cus_JVYvZYBqSE2srg,18.92,2021-09
cus_JVYCnBvdn0OaLv,19.12,2021-09
cus_Dd2fWa0b8RsLVb,174.48,2021-09
cus_KFcxzIKclh4b8J,19.12,2021-09
cus_K3yxkHIutlA5NV,18.92,2021-09
cus_K3yoqa7uAGhYC0,18.92,2021-09
cus_IyAZNsRlL1NwXo,19.12,2021-09
cus_Jh7YVQqyF7cMk5,19.12,2021-09
cus_ImYF0M7bCTzRWd,18.92,2021-09
cus_7Bfr2sJjHLxtbL,18.92,2021-09
cus_I2qdtRaIDqFhg8,174.48,2021-09
cus_J8eKcvVDgj0Rvz,19.12,2021-09
cus_HrDiswmy466myq,18.92,2021-09
cus_I2pYNwhwhQkA2A,172.68,2021-09
cus_I2oFFp3ymwsuyo,174.48,2021-09
cus_K3ud53yzyYVKGA,19.12,2021-09
cus_I2nBV07O3MCXJ3,172.68,2021-09
cus_AUtjTNUKTOqYsU,18.92,2021-09
cus_I2kOIPCEnLwjFz,172.68,2021-09
cus_IPadc7FVSKNVDT,18.92,2021-09
cus_H7OUFSf0yfgeC9,19.12,2021-09
cus_JJCh01r5lLi41M,19.12,2021-09
cus_DcpPHkAn6X3WDT,174.48,2021-09
cus_Gvi0O1Vuxm6VDl,19.12,2021-09
cus_GkpYp5GnvU952q,19.12,2021-09
cus_K3jqFHuIFivNj9,18.92,2021-09
cus_K3jfDoVKtFR9W9,19.12,2021-09
cus_K3jUjVWfLmytxo,19.12,2021-09
cus_IPSmhW9MII6qu7,19.12,2021-09
cus_Jqo6IoUszGus13,19.12,2021-09
cus_G0jrdv2Y30Ge3F,19.12,2021-09
cus_IPPuSaeX510wcH,19.12,2021-09
cus_KFKgGCYJdSI7U1,18.92,2021-09
cus_KFKAgVQ1B61ZK1,18.92,2021-09
cus_KFK4B5h1WbaVlY,18.92,2021-09
cus_Iaewh0FjtGaPod,19.12,2021-09
cus_KFJocLs3ERkhsb,19.12,2021-09
cus_I2ZFBdCCmGSV47,174.48,2021-09
cus_I2ZEOVc5MqtUGa,18.92,2021-09
cus_Js4YrsBP62Jxv0,19.12,2021-09
cus_IxsRepgmideJHG,19.12,2021-09
cus_K3gGbsK0eFQTU9,19.12,2021-09
cus_JJyhrymxlcia0y,19.12,2021-09
cus_JgozXU6WlsPji6,18.92,2021-09
cus_I2YIO3u3KhtHwC,19.12,2021-09
cus_KFHzNVGK1BKUlm,19.12,2021-09
cus_IxqA3npWcxPcYA,19.12,2021-09
cus_Eu6StafKw4QNWW,19.12,2021-09
cus_KFGEIjCsGS5x1v,19.12,2021-09
cus_KFGEjMtgGHelNo,174.48,2021-09
cus_JV9pSJEKxE7EG7,19.12,2021-09
cus_Iaabzf8FimA2Ys,18.92,2021-09
cus_IxoGef5cVTYSfK,18.92,2021-09
cus_IPLQNjtJFQntmc,19.12,2021-09
cus_HJEmSrfgEEA4jt,174.48,2021-09
cus_KFEQFsgVEeflQc,19.12,2021-09
cus_KFEGtsuroy23Vs,19.12,2021-09
cus_K3aztw0JnKpziv,19.12,2021-09
cus_HIOm5ecOUsczDX,18.92,2021-09
cus_KFDi6mMbexXZwk,19.12,2021-09
cus_KFDYMEr2VWTgf4,19.12,2021-09
cus_91YDUbkAKly2O3,19.12,2021-09
cus_JgjhUMmQuJQ57I,19.12,2021-09
cus_HfF0ayBFLJR0Ep,18.92,2021-09
cus_JJsnKpW3TF4Pbi,19.12,2021-09
cus_J8GVcKCMJkcBIv,19.12,2021-09
cus_Ixm5lxuvHOWyGj,19.12,2021-09
cus_K3ZV3OTRZVckWY,18.92,2021-09
cus_HTzD9FFYI48xTZ,19.12,2021-09
cus_K3Yy4GSHRuZXLA,19.12,2021-09
cus_Jgi0nSTdT7r4Li,18.92,2021-09
cus_KFBVKu0p4l0jnq,19.12,2021-09
cus_K3YMl7oVDZWWDk,18.92,2021-09
cus_K3Y1wRxYeM0miT,18.92,2021-09
cus_KFArZDXqwnX5Py,18.92,2021-09
cus_K3X5peVkJCVw1h,18.92,2021-09
cus_J8BhL0CAyRD3th,19.12,2021-09
cus_K3UkQyHhpuZnHs,18.92,2021-09
cus_JV1SU8UuaDSV7b,18.92,2021-09
cus_KF5sBBaxhcc7it,18.92,2021-09
cus_FpENpGVMdSDZNv,172.68,2021-09
cus_KF4RHEqSEcO2le,18.92,2021-09
cus_JgYmGhfK5FGjDm,19.12,2021-09
cus_KF1AN2UUIHJi9h,19.12,2021-09
cus_K24XonL0tvpK6O,18.92,2021-09
cus_IxZhrG3lj9jLtc,19.12,2021-09
cus_J83YqIvCEz4SFA,19.12,2021-09
cus_JrkOXYIgntRbIU,19.12,2021-09
cus_IlUGzZrlufk4lQ,18.92,2021-09
cus_H6vCcD7EYpjUIC,19.12,2021-09
cus_KEyz888dUl5VHS,19.12,2021-09
cus_I2Dnyy1IrO5bMZ,19.12,2021-09
cus_HTkCKRQ2sBrvkl,19.12,2021-09
cus_JgTaBwArtR7zgR,19.12,2021-09
cus_KEwednj54HTZLD,19.12,2021-09
cus_IltUzYPcsZBeCB,19.12,2021-09
cus_JrgYDY3o6fCGw3,19.12,2021-09
cus_JgRcjBmODwWFJY,19.12,2021-09
cus_JrgNzfTGV8G4Go,19.12,2021-09
cus_BapzberlJjL2Bm,19.12,2021-09
cus_I2AQtrQQWWsnY0,19.12,2021-09
cus_KEuKui9IzzCQob,19.12,2021-09
cus_K3HFYtE14kc9zH,19.12,2021-09
cus_JrfEP4vQLUL0h6,19.12,2021-09
cus_KEta8Fb7fLkWE2,174.48,2021-09
cus_JJYfGWuSCFZAq0,19.12,2021-09
cus_JgPONRV1MNyxxX,19.12,2021-09
cus_HqWVZiMGJ8K1lj,19.12,2021-09
cus_JgP4wwjqdxZpns,19.12,2021-09
cus_KEsqfYtWL5bpbP,19.12,2021-09
cus_KEso5fxeHtmb2K,19.12,2021-09
cus_KEsCT0gfBVJkkL,19.12,2021-09
cus_FRn40RkNhsHY8n,19.12,2021-09
