Customer,Revenue per transaction,Month & Year
cus_GMsFQlIFMawIVV,19.12,2020-01
cus_ELjpKQXchhsmHU,19.12,2020-01
cus_Dc1D4yhtw04s0l,19.12,2020-01
cus_FojykBIXkiM2fB,19.12,2020-01
cus_GMpMv9sluiUCYa,19.12,2020-01
cus_GBaABVfiCoOBOw,19.12,2020-01
cus_GYRwMaV5EOC1mj,19.12,2020-01
cus_EtOJqc8GRA5afW,19.12,2020-01
cus_GYPNs35NMl3bKG,174.48,2020-01
cus_AqkCYIkTzuG3ha,19.12,2020-01
cus_GYOYNRusglS3N4,174.48,2020-01
cus_GYO7mUDmZNIXoA,19.12,2020-01
cus_6QtUp7jP594HuK,19.12,2020-01
cus_GYNbBPQ3w6Ttgm,19.12,2020-01
cus_GYNOxC5WqwPTPi,19.12,2020-01
cus_GYMjgMSkhtYEBM,19.12,2020-01
cus_FRPxtZARASjftt,19.12,2020-01
cus_C8sLXYd811rWCj,19.12,2020-01
cus_EhhzfailcD9rjy,19.12,2020-01
cus_GBU6iXyFYSlCd4,19.12,2020-01
cus_Dqs646O0OQ7xvf,19.12,2020-01
cus_GYKSiOhBFv5gZK,19.12,2020-01
cus_7izua1Cns40gX0,19.12,2020-01
cus_GYI9n0ruvT1IDV,174.48,2020-01
cus_EtFCe3sn6Iu1Yz,19.12,2020-01
cus_GYFu4pnmEQ8WQr,174.48,2020-01
cus_FG39CHcyuubAWp,19.12,2020-01
cus_CgSgIsjUgqjMrB,19.12,2020-01
cus_FcqUV2gajVF4sV,19.12,2020-01
cus_GMWFtThnErrTzh,19.12,2020-01
cus_Fcj7HHPsDMJZrF,19.12,2020-01
cus_FoKg5vVZ0DYJ7l,19.12,2020-01
cus_GMPxej5YG2izZp,19.12,2020-01
cus_GY2nDysz9fkOpA,19.12,2020-01
cus_F4FLmz5RZJi1y6,19.12,2020-01
cus_GBAk9tu3Hpv83K,19.12,2020-01
cus_ELHpaHHbCndwzN,174.48,2020-01
cus_GY1flOaIaDM6wy,19.12,2020-01
cus_GB9eenCNGsWvml,19.12,2020-01
cus_GY17zvrY2mBOsJ,19.12,2020-01
cus_GY0ynp2ZNbUayN,19.12,2020-01
cus_FzX8OeE8pdQCH4,19.12,2020-01
cus_FcgQMx310397fA,19.12,2020-01
cus_FzWxEjqB0vHHqN,19.12,2020-01
cus_GY0XYSVks9dfkU,19.12,2020-01
cus_F4CzecIiwIKLIR,19.12,2020-01
cus_GXzU2LJSFr3sJ7,19.12,2020-01
cus_GB7GdZJbcVYl3R,19.12,2020-01
cus_Ba2P8A4pM7Z11k,19.12,2020-01
cus_FFmehj3lrNhjA5,19.12,2020-01
cus_GB5owAACJ6bOfb,19.12,2020-01
cus_GXxUV0rthl3Tum,19.12,2020-01
cus_F4A46F8eUcq8qo,19.12,2020-01
cus_FzTc5IWE9jW2W3,19.12,2020-01
cus_ELBqR4NFpNbSzQ,19.12,2020-01
cus_GXw8ejwv3021fK,19.12,2020-01
cus_GXvujGttb6zbna,19.12,2020-01
cus_GXvnBwdKx72LsR,19.12,2020-01
cus_GXvf4YVPz0bsj7,19.12,2020-01
cus_ELB4lB65W9ywzS,174.48,2020-01
cus_GXvMKEUniMOfXA,19.12,2020-01
cus_FzRTCDmmYtfmwM,19.12,2020-01
cus_GB1OXBPgaXRpWg,19.12,2020-01
cus_DyHxnxefo4UR4P,19.12,2020-01
cus_EVhwLs4e7Y82Uy,19.12,2020-01
cus_GXppVrNp1ltzsh,19.12,2020-01
cus_GXoQPlEgTwq9vT,19.12,2020-01
cus_BObPTrfKXgvTki,19.12,2020-01
cus_DyAzRrmInmMUO5,19.12,2020-01
cus_E9OlIG6InaZb4U,19.12,2020-01
cus_Eh4lTkrVrBKmV5,19.12,2020-01
cus_GXhMTGgXHpUScq,19.12,2020-01
cus_Cr9bnXfglkU8WT,19.12,2020-01
cus_GXg7FyFELJPE5G,174.48,2020-01
cus_GXfg32ogMB9gaN,174.48,2020-01
cus_GXewQWSUVvNjKB,19.12,2020-01
cus_GAmPbIr230pAJO,19.12,2020-01
cus_FQhOzFSrNT50ld,19.12,2020-01
cus_GXddG3Lym5PRmJ,19.12,2020-01
cus_AT8WoYtavJENAc,19.12,2020-01
cus_GXdAwESVl07wdK,19.12,2020-01
cus_GXcvIEqfeg7mOh,174.48,2020-01
cus_GAl3be8LhXWJLd,19.12,2020-01
cus_GAl1cksBisZoUi,19.12,2020-01
cus_GXcnaVqqqtex57,19.12,2020-01
cus_GAkoK24SNhfuDL,19.12,2020-01
cus_BlHdhcjvyXGbkK,19.12,2020-01
cus_F3oZ6uzE8uR3No,19.12,2020-01
cus_GXbp0MqqXi1wgl,19.12,2020-01
cus_GXbo8tbTUU0OhZ,19.12,2020-01
cus_GXay7gBmM9EydU,19.12,2020-01
cus_FFPelRn7i7pVjQ,19.12,2020-01
cus_GLxKmb7vPzsChp,19.12,2020-01
cus_GLxCGA06xws8iv,19.12,2020-01
cus_8GLWhZDcEtGCna,19.12,2020-01
cus_B1AU8GURrVivop,19.12,2020-01
cus_GAhajC6YuIAwPP,19.12,2020-01
cus_EWQSVANlJUYque,19.12,2020-01
cus_9vGozVlXZMiO4p,19.12,2020-01
cus_FnlN2UXJo6Z2JZ,19.12,2020-01
cus_GLnYGVU21rDXrD,19.12,2020-01
cus_DDk4OihsDOWctF,19.12,2020-01
cus_GLmFFNkYlYPDkf,19.12,2020-01
cus_GAXQYcufZfi7de,19.12,2020-01
cus_GXOyD0f6t4yY4l,19.12,2020-01
cus_Fyv5eQTIQJ3BCF,19.12,2020-01
cus_GXNdlCzCSpR5Di,19.12,2020-01
cus_DavaxDpUa4otMB,19.12,2020-01
cus_GXMn35EmyCKONj,19.12,2020-01
cus_FysywvS2faW21H,19.12,2020-01
cus_GATFeHWpz6o5nj,19.12,2020-01
cus_FyqXSzGzfyM1PL,19.12,2020-01
cus_EWBA2moMX0xf5b,19.12,2020-01
cus_GXIaasKTRyzAFa,19.12,2020-01
cus_FnYj5frpU1e0MD,19.12,2020-01
cus_GAP37XoLqcmgvM,19.12,2020-01
cus_ASleBnBfd2ZRz1,19.12,2020-01
cus_GLd6ItkuPYBXna,19.12,2020-01
cus_7hwBFtoBDGL90W,174.48,2020-01
cus_GLbZ9ki84uswvy,19.12,2020-01
cus_GLaqS8geYea19c,19.12,2020-01
cus_B0oG0hFJqgjhlz,19.12,2020-01
cus_DalH46pHVcxMBH,19.12,2020-01
cus_GLZuqMsRCuw8Jl,19.12,2020-01
cus_Es9ldUvXqI4HG4,19.12,2020-01
cus_GXBbsAKBGJCjkP,19.12,2020-01
cus_E8nMwXB0arjdNL,19.12,2020-01
cus_GLUa8LNDfEnZSQ,19.12,2020-01
cus_GAFe2gHwwB63oo,19.12,2020-01
cus_FbijVK3wm8UpGZ,19.12,2020-01
cus_GLPN3rX8Sows8S,19.12,2020-01
cus_Ery53XWsalfsr7,19.12,2020-01
cus_GLMIhKA2Y1zdhk,19.12,2020-01
cus_FnGXdNrRS2gEjY,38.24,2020-01
cus_GLLDQHwdzKzmYf,19.12,2020-01
cus_GLJYJDcEm5THfO,19.12,2020-01
cus_FySdtkDgRPO44B,19.12,2020-01
cus_7hcGCxIisdTsfl,174.48,2020-01
cus_EgHMkZuEWVrGox,19.12,2020-01
cus_FnCJL2fWwzJLxb,19.12,2020-01
cus_BNjP0IyuXZzEU6,19.12,2020-01
cus_FEjPMmR4yXoSQy,19.12,2020-01
cus_DlgDlry6giZL7v,19.12,2020-01
cus_GA15iyhQIXAvLz,19.12,2020-01
cus_GWs8mAvp3EsgJ1,174.48,2020-01
cus_FPvWPYNQ0pANlt,19.12,2020-01
cus_Bhrr9FuJjqeSUZ,19.12,2020-01
cus_BvlctwEuJYC9EV,19.12,2020-01
cus_EK6bERDCY02Uv2,174.48,2020-01
cus_6DjNvglGRco4Wu,19.12,2020-01
cus_GWoiFTCe8knwhV,19.12,2020-01
cus_D1tWrZrAt10dK9,19.12,2020-01
cus_BYqowNI6VPwIBK,19.12,2020-01
cus_FxK5fPG3ffVTRo,19.12,2020-01
cus_GK4qxNOShSppIb,19.12,2020-01
cus_BvgBvDj5p2LD63,19.12,2020-01
cus_CqFD0QoRBX4DZv,19.12,2020-01
cus_Eg7pHr5Z2IExgu,19.12,2020-01
cus_GL7kq1nQjEO9Xi,19.12,2020-01
cus_FEZBBEgODeDH5d,19.12,2020-01
cus_GWhPBoTqhlGLTy,19.12,2020-01
cus_GL3WuZrzUWBeeF,19.12,2020-01
cus_GL2ZCsLVYZlZDm,19.12,2020-01
cus_GL17qr9LVKEdVX,19.12,2020-01
cus_G9lzNy9K2AK3Mb,19.12,2020-01
cus_G9kpsEhJCtcDcu,19.12,2020-01
cus_GWaZ2RQbnpWuTm,19.12,2020-01
cus_GKxYMGJTeMz4Zu,19.12,2020-01
cus_FmrDd8lvpwrijk,19.12,2020-01
cus_Fy5G0g96FK2TT9,19.12,2020-01
cus_DlL0DjrLtbZCbN,19.12,2020-01
cus_GWWrDZml9OFYm8,174.48,2020-01
cus_Fy2yw3IT5RCuFI,19.12,2020-01
cus_GWWRCNALQZlxqJ,174.48,2020-01
cus_Fy23qhIJSqsJpB,19.12,2020-01
cus_FEKGNMqm5P3bL6,19.12,2020-01
cus_Fy0tyqYYBgCZUY,19.12,2020-01
cus_9Lo3Ma7d8CyCW6,19.12,2020-01
cus_GWTLeeuOnBKnyC,19.12,2020-01
cus_GWT5YMv7e9nrTQ,19.12,2020-01
cus_BBfNVZq7oWWs7Q,19.12,2020-01
cus_EqRQFh8pciwO5l,19.12,2020-01
cus_GWSMg7Mu663lFm,19.12,2020-01
cus_GWS8fKbxfObCWN,174.48,2020-01
cus_GWRsE27cBjrL8w,19.12,2020-01
cus_GKofRWOdoawbZj,19.12,2020-01
cus_GWRel21uG1PSyd,19.12,2020-01
cus_FPUwSHsfquwZGf,19.12,2020-01
cus_GWQen5Zszox1h2,19.12,2020-01
cus_DCkMoUG14FzhSy,19.12,2020-01
cus_GKmi67mVqvjSqz,19.12,2020-01
cus_GWPb21c6GktsyJ,19.12,2020-01
cus_GWOJE1Q9k9i42G,174.48,2020-01
cus_DZw8OPN5aLykSE,19.12,2020-01
cus_Fb1oG6qI7WQfF2,19.12,2020-01
cus_GWKgvKqBkvwAOP,174.48,2020-01
cus_GKg6gjkF38tgXu,19.12,2020-01
cus_F2VRtDueMfMHHk,19.12,2020-01
cus_GWI1vyZOov04de,19.12,2020-01
cus_DYLmra70FVimzH,174.48,2020-01
cus_GKcvECmXOTW2zF,19.12,2020-01
cus_9u16smexcspXYT,19.12,2020-01
cus_F2Q3yEznUbvA4H,19.12,2020-01
cus_GWDIcNbEbDXzGA,19.12,2020-01
cus_EJQeSZDZUKkzGW,174.48,2020-01
cus_FmRsUVIzvTDawc,19.12,2020-01
cus_GWAHcYe6cTRB2o,19.12,2020-01
cus_GWA2em0jygANhz,19.12,2020-01
cus_F2LFRAzRcHGtGR,19.12,2020-01
cus_GKVJDGVxMvLLVl,19.12,2020-01
cus_GW8HrhSXGD67NR,174.48,2020-01
cus_DO3u8AHRMZCYBw,19.12,2020-01
cus_DwWcoYQHj6xvdv,19.12,2020-01
cus_GW80Jj9YQjSuz2,19.12,2020-01
cus_AFzxSbx87VBFrd,19.12,2020-01
cus_GKTjqK4RLQ12UM,19.12,2020-01
cus_GW6s0PSTwDkzUK,19.12,2020-01
cus_GW6skexJSuJM1k,174.48,2020-01
cus_G9EYGaviVl2cYM,19.12,2020-01
cus_GKTNT9hy1dX35g,19.12,2020-01
cus_G9EG2GUjoWNQ1S,19.12,2020-01
cus_Acpde4kOS5Pg1K,19.12,2020-01
cus_GKRWiMFGRwD6yx,19.12,2020-01
cus_GW3u6udB9DGXkC,19.12,2020-01
cus_EfPEzuJ3ZRhfZ8,19.12,2020-01
cus_Er0tQH89c3Y9Og,19.12,2020-01
cus_GW34YB5vkn8ysM,19.12,2020-01
cus_GW2nYGT2uQ4nis,19.12,2020-01
cus_CpVJKTBGVtrylh,19.12,2020-01
cus_GKMdrgdKhYK8ZT,19.12,2020-01
cus_GVzbRRZod0BR7e,174.48,2020-01
cus_GKM5wK2DkHTixs,19.12,2020-01
cus_GVy6ZaxNfY5gSv,19.12,2020-01
cus_GKK1KTO9D6JUZF,19.12,2020-01
cus_GKIpZoCdPnxYsF,19.12,2020-01
cus_F28I7b6idyNV3F,19.12,2020-01
cus_GKIfJM7ESExIle,19.12,2020-01
cus_BB4I4sLpYgKoZu,19.12,2020-01
cus_82zxAyblCr5zyH,19.12,2020-01
cus_GKD8StdYQKizPS,19.12,2020-01
cus_F22mrkRYrX4jt3,19.12,2020-01
cus_Fm7IBE0WFZgAcH,19.12,2020-01
cus_BjV3vMtOBjNmGh,19.12,2020-01
cus_Fm6Mm4c9eo95pf,19.12,2020-01
cus_EJ3XHGGDikTX1P,19.12,2020-01
cus_GVnleysaou9hfn,19.12,2020-01
cus_FOr0y4U8V8PZwc,19.12,2020-01
cus_FxJc3rZOSSJWx1,19.12,2020-01
cus_GKA57JIsEUt9Bo,19.12,2020-01
cus_C6JE9MM7Y1M7Sl,174.48,2020-01
cus_F1ydXQOAr4fXFt,19.12,2020-01
cus_FxIAgdGXzUy9wW,19.12,2020-01
cus_EqipbHtAPd2vRd,19.12,2020-01
cus_6wj3KD7CxXG5b1,13.29,2020-01
cus_FxGbCeDfZQ463O,19.12,2020-01
cus_FOnYM1sQ4u3pyo,19.12,2020-01
cus_9hudGqgczoyNxC,19.12,2020-01
cus_Dw8O9XqGxHELeG,19.12,2020-01
cus_G8rWY5dCa7TYzV,19.12,2020-01
cus_FaOc73Gss41bzF,19.12,2020-01
cus_GVj2GeVzgh8I9x,19.12,2020-01
cus_DxhYi9srsSOPrR,174.48,2020-01
cus_GViZDOAhmJl9Ff,19.12,2020-01
cus_G8qJsjbsMbd2g1,19.12,2020-01
cus_G8pypqcUBrm1j0,19.12,2020-01
cus_GVgqqNwHWIhkfc,19.12,2020-01
cus_EqeMRcSMnPmn0i,19.12,2020-01
cus_GVfbJjOLZBtyw1,19.12,2020-01
cus_F1rAjTH4t7QHL9,19.12,2020-01
cus_F1pYjAyL9jtzKy,19.12,2020-01
cus_G8iIsjT20JrzVy,19.12,2020-01
cus_GVX3s3TTgf41Ib,19.12,2020-01
cus_CS9QxiZgLORHHX,19.12,2020-01
cus_G8e0d3Wv3J8mtC,19.12,2020-01
cus_Fx1Z1KHXZe4JCR,19.12,2020-01
cus_GJrkJYG7srduS1,19.12,2020-01
cus_D0ZknDfOLbbn1R,19.12,2020-01
cus_EepmUsedcntAQf,19.12,2020-01
cus_G8aUqnYZr7EK72,19.12,2020-01
cus_FwxdK8FHGxLcQd,19.12,2020-01
cus_G8YOqirf8FYaIE,19.12,2020-01
cus_GVPy1n5akOTj7y,19.12,2020-01
cus_GVPBIp09CVVlwo,19.12,2020-01
cus_GVP1hJKM0bmf1b,19.12,2020-01
cus_GVO15RW6EtZlOF,19.12,2020-01
cus_AnjQqeWOrf7g8F,19.12,2020-01
cus_DYvYTjRR4DBpiU,19.12,2020-01
cus_EGod1MDv26hpUj,174.48,2020-01
cus_E70JqRXH1rV6YK,19.12,2020-01
cus_Fwsanfo7HjmmgE,19.12,2020-01
cus_F1YXnbZgCRBoaa,19.12,2020-01
cus_GJiZ8o3FwfyWtf,19.12,2020-01
cus_G8T25WLzxZmYKz,19.12,2020-01
cus_Fa06ZRv3vFBlZz,19.12,2020-01
cus_EIaHfLFylMs1qy,174.48,2020-01
cus_9hVOSmtYTDUIxG,19.12,2020-01
cus_GVK0JI0B1FYlkM,19.12,2020-01
cus_GVJcdbRcLd6VuR,19.12,2020-01
cus_FwpY4WAK2LcM4Q,19.12,2020-01
cus_GJgGUaq68OVYy6,19.12,2020-01
cus_GVIzBFKUUMm97P,19.12,2020-01
cus_FwpEYraiK9CMYo,19.12,2020-01
cus_FD7QpxWkpYelxP,19.12,2020-01
cus_GVGXbHIBWGDWqM,19.12,2020-01
cus_AF9APdlbnEwhTJ,19.12,2020-01
cus_EeZ4rkZ3kvGdXf,19.12,2020-01
cus_GVBIKUUQdcZaqB,19.12,2020-01
cus_GV98jK7Gh2BaNS,19.12,2020-01
cus_G8FXncCASAZ0Qu,19.12,2020-01
cus_9KR0C43mn4wWB3,19.12,2020-01
cus_FZmGtqaxH6G9hl,19.12,2020-01
cus_FO9IjS1fwGlVfA,19.12,2020-01
cus_GV5gNAlzthW0f9,19.12,2020-01
cus_6Yns79CN78dkVa,19.12,2020-01
cus_GJPNc3yt2TacWg,19.12,2020-01
cus_G8A8nQTlBXBKXk,19.12,2020-01
cus_GV1AZvEQOLzGyZ,19.12,2020-01
cus_GV0Qiz3NjUj4CF,19.12,2020-01
cus_FCotVX7Uqb4Obx,19.12,2020-01
cus_FlGO0lrTvknVoc,19.12,2020-01
cus_DMuveh11ozmtFO,19.12,2020-01
cus_G8709KisRs9KVf,19.12,2020-01
cus_DMub6l8dxtZnQJ,19.12,2020-01
cus_BtsACLdC0Y1Zb6,19.12,2020-01
cus_CdCa4H1M9Comnu,19.12,2020-01
cus_GJKw0J89pgrcWq,19.12,2020-01
cus_FlFHJFfSNjpXHO,19.12,2020-01
cus_BtraPbvdAQpb6g,19.12,2020-01
cus_GUwpxCarzdAEj5,19.12,2020-01
cus_FZcAMykf6I9Pd0,19.12,2020-01
cus_G83wRPhTkUB5Yt,19.12,2020-01
cus_G82hVFTVYk9Vts,19.12,2020-01
cus_A4INhX71KdaXIA,19.12,2020-01
cus_FZY42UfR6VYCH5,19.12,2020-01
cus_FZW2TP23Bx423x,19.12,2020-01
cus_GJCk4FFxwWdN93,19.12,2020-01
cus_G7wNJb5MRlpU82,19.12,2020-01
cus_G7vNIwqYHG9RIE,19.12,2020-01
cus_GUmmTZdmJFwkpF,19.12,2020-01
cus_GJ4mZVNnf7X9eB,19.12,2020-01
cus_9K1UjpfjxM4UAz,19.12,2020-01
cus_BtZyyBK7UhXU6s,19.12,2020-01
cus_Ee1UU1kQ9K3mE7,19.12,2020-01
cus_GJ2FxypIbAeNEg,19.12,2020-01
cus_GUckeWjX6TtT1P,19.12,2020-01
cus_GUcO8U2rR8j3pL,19.12,2020-01
cus_GIzBpLThPr4Ljl,19.12,2020-01
cus_GIyrC9X1AG5h9I,19.12,2020-01
cus_GIy7pD3jcAzeNh,19.12,2020-01
cus_FNdthxSeKMxuh5,19.12,2020-01
cus_DjNHtAexZbkSae,19.12,2020-01
cus_G7iYvpkhrXw3gS,19.12,2020-01
cus_FZFbGrVT519zm8,19.12,2020-01
cus_EpXrgqsuSgIAHy,19.12,2020-01
cus_CzeTYlKTj58POz,19.12,2020-01
cus_AbIv0Nwh42UqcG,19.12,2020-01
cus_G7fI5H9FdK7R0k,19.12,2020-01
cus_GIswvzi9p6eDD6,19.12,2020-01
cus_DY3UYvBgMZoX3v,19.12,2020-01
cus_FZ8ebFNnQRjvzs,19.12,2020-01
cus_GIp3wCpkuH3BcY,19.12,2020-01
cus_G7aIc9SR9JamVV,19.12,2020-01
cus_F0dSzlyYARhHLj,19.12,2020-01
cus_GInPMIkDBCZnlq,19.12,2020-01
cus_G7Y4WfHyHr6QZM,19.12,2020-01
cus_GIkYKMwsxHko7v,19.12,2020-01
cus_GIjHxSU8qm2tcj,19.12,2020-01
cus_GIjGbDjdXhgkqW,19.12,2020-01
cus_E5ytLIHwmbmBu3,19.12,2020-01
cus_GIhdvJN2wCW1P1,19.12,2020-01
cus_G7S4CDfwQQIL3I,19.12,2020-01
cus_FC8GAONKxaWeLe,19.12,2020-01
cus_9gTN7DQqA3rY05,19.12,2020-01
cus_GH9XvDqrSnB7VX,19.12,2020-01
cus_ET9BUGUbx8TN08,19.12,2020-01
cus_EddGJt6iyn7y2S,19.12,2020-01
cus_G7PYkqJy6hzehB,19.12,2020-01
cus_GUHGhMjKhzfMNB,19.12,2020-01
cus_G7P17xxSDx2ly6,19.12,2020-01
cus_GUGk5naLMMwylu,19.12,2020-01
cus_GUGYzNK0ATdA3a,19.12,2020-01
cus_GUGR4LjBAbEeXR,19.12,2020-01
cus_G7OM3LfPgLHBZw,19.12,2020-01
cus_FvltGgIUNsFR0U,19.12,2020-01
cus_APk1UP5iN45r3W,19.12,2020-01
cus_6B8MuT3EBVJGaE,19.12,2020-01
cus_CcSHudYtVg5w1F,19.12,2020-01
cus_GIaLNPx6WXSP7g,19.12,2020-01
cus_GIZmJQPkGgoAFU,19.12,2020-01
cus_FvhMSTnVJPrpZ4,19.12,2020-01
cus_FYovkYXkVqeFVS,19.12,2020-01
cus_GISOwrnn0MpNVY,19.12,2020-01
cus_GU5GnPItDHxwBY,19.12,2020-01
cus_FvZhJZnANOXW32,19.12,2020-01
cus_G79R6wAh1tGpy2,19.12,2020-01
cus_FkGpAZaINpys4Z,19.12,2020-01
cus_AaiaeeH3wEFRMa,19.12,2020-01
cus_EoujeBBIYuS9I0,19.12,2020-01
cus_FMz8Cs0YiBd9wH,19.12,2020-01
cus_FkD9Xom8FaFHlI,19.12,2020-01
cus_GTuz7NjsUFywzv,19.12,2020-01
cus_BVyBP6hE2HFeLp,19.12,2020-01
cus_EHABcxdNtZXXyu,174.48,2020-01
cus_FBivEWm87evKRv,19.12,2020-01
cus_F06qd7lObm08QN,0.28,2020-01
cus_GTuBAGszQiy8lx,19.12,2020-01
cus_C4QCAwUFPWVW9F,174.48,2020-01
cus_FkB5j998kP4xaJ,19.12,2020-01
cus_GTtbayd1zQoDhV,19.12,2020-01
cus_GTtbxPDnB3MBSp,19.12,2020-01
cus_GIGTIXcpAcm5au,19.12,2020-01
cus_GIGPjRxVUgkYgg,19.12,2020-01
cus_GIFGMVuNZKBcCM,19.12,2020-01
cus_GTs78RRofCTsRq,19.12,2020-01
cus_BKgU7daKnRFkIs,19.12,2020-01
cus_GIEqgMOWiQT9Hy,19.12,2020-01
cus_GIEo7UTBkX2WYc,19.12,2020-01
cus_C4NjkW6cdyEWWD,174.48,2020-01
cus_GTrYz0sF4tLMRL,19.12,2020-01
cus_GTr0SgOyVI7G9R,19.12,2020-01
cus_Fk7RKfTIB7uKvk,19.12,2020-01
cus_GTpL9QBp1pgZEQ,174.48,2020-01
cus_GTomADCFZLiOHD,19.12,2020-01
cus_GTmtmKV1IyDuZ8,19.12,2020-01
cus_G3XIUArDqKSdVr,160.71,2020-01
cus_ADea4esybBIxQx,19.12,2020-01
cus_GTlKTqmFbGM56W,19.12,2020-01
cus_GI7CowPmrbCWGL,19.12,2020-01
cus_GI5okh4is9JWKv,19.12,2020-01
cus_FvEqvHcgqgGX7i,19.12,2020-01
cus_FMiS3PUK06Lye3,19.12,2020-01
cus_GI0WtiSqqUXDNI,19.12,2020-01
cus_B8ppcHbhvWqTwf,19.12,2020-01
cus_G6lCFYL7HlVM3N,19.12,2020-01
cus_GTbzZdAWYvoNqc,19.12,2020-01
cus_GHyuMRjzeVKRyJ,19.12,2020-01
cus_EGrBldzNLc3rTp,174.48,2020-01
cus_GTbdyaW2swkZ5V,19.12,2020-01
cus_FBPakqIMhNfVfc,19.12,2020-01
cus_GHvs7e8ZXEmdjM,19.12,2020-01
cus_GHuyGhv8B0D8AA,19.12,2020-01
cus_Fv3tf7LovHYgkN,19.12,2020-01
cus_BwEKsNrGXKzFDn,168.18,2020-01
cus_AlsuDgDFvcjVnb,19.12,2020-01
cus_GHtg7QTDepSV1C,19.12,2020-01
cus_GHtMJRwwVkRlcI,19.12,2020-01
cus_GHt7tMW7wie2n3,19.12,2020-01
cus_FMZKN7qDoqGJCJ,19.12,2020-01
cus_GHsa64tiHaVwFW,19.12,2020-01
cus_GHsGY6Oft5pTor,19.12,2020-01
cus_GHsExlcHRjRd3K,19.12,2020-01
cus_GTUxhMl9S99DT2,19.12,2020-01
cus_GTUbd76HGS9901,174.48,2020-01
cus_Fv0T8c2wh3q9bq,19.12,2020-01
cus_CQ6VkKzVC0Fi8r,19.12,2020-01
cus_CmwPTLiP2UcaUE,19.12,2020-01
cus_GHq9kSEftpriPA,19.12,2020-01
cus_GTSHKvtuQkFmmh,19.12,2020-01
cus_GTSAdAJAEL0rLF,19.12,2020-01
cus_D9ldBlowkpey0d,19.12,2020-01
cus_GHnhTuL77S0aoE,19.12,2020-01
cus_FuwEZtbN0AohCR,19.12,2020-01
cus_FjhEoa0TpUQzdN,19.12,2020-01
cus_FjfgWMUTAYnfDH,19.12,2020-01
cus_Aa7iM9CYrQODIc,19.12,2020-01
cus_DLHyrgZlBae4do,19.12,2020-01
cus_FMPHwxH9KFhJM5,19.12,2020-01
cus_Fur3Ev60OJDM7U,19.12,2020-01
cus_GTIes4QRrfYc2s,19.12,2020-01
cus_GTHhPYRVeOU7Pw,19.12,2020-01
cus_GHdUuEJiVKBXBY,19.12,2020-01
cus_FukrdmQkGgJgYo,19.12,2020-01
cus_EGSjx7GrPQIof3,19.12,2020-01
cus_EcXQpoyhMUZlrg,19.12,2020-01
cus_GHYBmq58JUI5rc,19.12,2020-01
cus_G6JBL3EOw4hOPk,19.12,2020-01
cus_G6IkKszgykzC29,19.12,2020-01
cus_ES21T8i9cIqLJM,19.12,2020-01
cus_FMDIm4b73PkOs1,19.12,2020-01
cus_FufczQ1928hUaZ,19.12,2020-01
cus_FufXUzJpotCFyI,19.12,2020-01
cus_FufU2bCDJS3916,19.12,2020-01
cus_9U4QFnMWNsSzeN,19.12,2020-01
cus_FAvcjEteeFuDIT,19.12,2020-01
cus_FjMVN3YQbn8Tnm,19.12,2020-01
cus_Cy9TDrNM5M95ap,19.12,2020-01
cus_4K4pjAhODaoA6P,19.12,2020-01
cus_5yifbFTWlCJ9BV,19.12,2020-01
cus_G69RUlPU9QcoaU,19.12,2020-01
cus_FM3qhOYg9tqmcL,19.12,2020-01
cus_GHNTyEOIkCG4St,19.12,2020-01
cus_CPb7YeUuqJYOv9,19.12,2020-01
cus_AOT09eE5yzCCz0,19.12,2020-01
cus_Fi2zwEUXUTD6Ri,0,2020-01
cus_GeSG0AukTYqYeQ,19.12,2020-01
cus_G5TGjigD3OvU1A,0,2020-01
cus_GeSBEvnXlZJTNR,19.12,2020-01
cus_GeRlFDg4uAQ6uC,19.12,2020-01
cus_FtrkM5OMzuxy5a,-19.12,2020-01
cus_G5xX1116KUPuQR,19.12,2020-01
cus_Fy3ArxExyH2gY4,19.12,2020-01
cus_FAbHwrYLK1ZyUF,19.12,2020-01
cus_GeMyY1gLVQGxy6,19.12,2020-01
cus_GabZlKbrlCretb,0,2020-01
cus_Dt9S4rrvB1aOvy,19.12,2020-01
cus_GFKMQGQH6xERJ5,0,2020-01
cus_ERatA2q8AyLpx0,174.48,2020-01
cus_GeKPssIEiHzo4H,19.12,2020-01
cus_EJOIoYYeJJlaLO,0,2020-01
cus_GSgwRexf9sTakT,19.12,2020-01
cus_ERZMJqIMTZf1ej,174.48,2020-01
cus_EOLqECKkF1jvAD,0,2020-01
cus_FAW1n9NVlQpD3B,19.12,2020-01
cus_GeJ3b62iG3DyW8,19.12,2020-01
cus_GPmD1B6zFacra8,0,2020-01
cus_GeILwziGVYBTHv,19.12,2020-01
cus_GPQ09IkqhLCLkV,0,2020-01
cus_GeHuYwUa12IGag,19.12,2020-01
cus_GeGiTIGwo5vVyU,19.12,2020-01
cus_GQzX5kMgRUNByv,-155.36,2020-01
cus_ERWF2R6gfLWkK7,174.48,2020-01
cus_FXIlNCBnu7RS0M,19.12,2020-01
cus_EODs9YxlNlyRys,0,2020-01
cus_FXHc8tlvEkJQib,19.12,2020-01
cus_GCvraz6ASeICtR,0,2020-01
cus_EoaoQQsT1qpPjL,7281.9,2020-01
cus_Cxbqk7eWqjuHQe,19.12,2020-01
cus_G0x28MPNdVUnBE,-38.24,2020-01
cus_GHD7jHiiacw0XA,19.12,2020-01
